"","X","usertoken","date","inst_credibleCertainChoice","inst_credibleCertainUncertainty","inst_nCredibleNCertain","inst_nCredibleNCertainUncertainty","preq_gender","preq_race","preq_education","preq_age","postq_economic","postq_social","postq_attention1","postq_attention2","account_index","condition_account","condition_accAlias","condition_block","condition_emotionSort","condition_showImage","condition_credibleLabel","condition_politicalLabel","count_tweets","sourceComment","credibility_choice","credibility_uncertainty","credibility_time","politicalOrientation_choice","politicalOrientation_uncertainty","politicalOrientation_time","credibility_choice_binary","accuracy","condition_showImage_cat","condition_emotion"
"16",23,"vgmKi6jP","09/10/20",0.902946111976616,0.0367242012486229,0.933549613017135,0.856020743714487,"Male","White/Caucasian/European","High School",20,"Slightly Conservative","Slightly liberal","Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",7,"CNNPolitics","G","False","mixed","False",1,"left",7,"Account seems to be left-leaning with word choice of ""unholy"" to describe right-figure facing a scandal. Not sure how creditable but there does seem to be left-leaning bias. ",0.377807246969986,0.919371883518111,1599776221317,-0.311482009703158,0.488845955114236,1599776207921,0,"False","without image","mixed"
"17",24,"i4r58Hi0","09/10/20",0.986308224541571,0.912872412053834,0.0255230150511194,0.916952179414264,"Male","White/Caucasian/European","Undergraduate",23,"Slightly liberal","Very liberal","I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",0,"InvestWatchBlog","D","True","happy","False",0,"right",7,"I was primarily looking for biased information and this account seemed to be very opinionated, making assumptions about ""everyone..."" or that a certain action would make you ""furious"". I only saw one tweet that appeared to be stating a fact and not an opinion. The account seems to be very conservative in nature.",0.0183459762490773,0.159727004670946,1599774456288,0.948930253006211,1.84349355725269,1599774439743,0,"True","without image","happy"
"18",25,"i4r58Hi0","09/10/20",0.986308224541571,0.912872412053834,0.0255230150511194,0.916952179414264,"Male","White/Caucasian/European","Undergraduate",23,"Slightly liberal","Very liberal","I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",1,"amlookout","B","True","happy","True",0,"right",8,"Even if describing a fact, the tweets followed this up with right political opinion in many cases. Some tweets seemed more credible than others.",0.0926309164139543,0.205256486928148,1599774921103,0.948930253006211,1.83390840309328,1599774925963,0,"True","with image","happy"
"19",26,"i4r58Hi0","09/10/20",0.986308224541571,0.912872412053834,0.0255230150511194,0.916952179414264,"Male","White/Caucasian/European","Undergraduate",23,"Slightly liberal","Very liberal","I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",2,"MotherJones","E","True","happy","False",1,"left",9,"The account seemed left politically but also biased in many of the opinions in the tweets. Like the last account, some tweets seemed more biased than others. ",0.579077480862943,0.455294822572019,1599775132161,-0.747642088056215,0.583045748725693,1599775137552,1,"True","without image","happy"
"20",27,"i4r58Hi0","09/10/20",0.986308224541571,0.912872412053834,0.0255230150511194,0.916952179414264,"Male","White/Caucasian/European","Undergraduate",23,"Slightly liberal","Very liberal","I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",3,"CNNPolitics","G","True","happy","True",1,"left",10,"Most tweets seemed to simply state a quote from a politician, no clear political agenda was obvious. The tweets seemed like they could be links to articles which are biased, but given the tweet itself, I did not see much bias.",0.976861415042958,0.94331337548502,1599775276884,0.00479249517531199,0.546353787086423,1599775279903,1,"True","with image","happy"
"21",28,"i4r58Hi0","09/10/20",0.986308224541571,0.912872412053834,0.0255230150511194,0.916952179414264,"Male","White/Caucasian/European","Undergraduate",23,"Slightly liberal","Very liberal","I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",4,"nypost","F","True","happy","True",1,"right",7,"The tweets seemed to be stating facts, although one in particular (regarding the scissors) made me skeptical of the credibility of the account. It seemed to be mocking the man in the tweet, which seemed opposite to the other tweets.",0.835480391191647,0.311517510180855,1599775435526,-0.00958523606380446,0.555938941245834,1599775438657,1,"True","with image","happy"
"22",29,"i4r58Hi0","09/10/20",0.986308224541571,0.912872412053834,0.0255230150511194,0.916952179414264,"Male","White/Caucasian/European","Undergraduate",23,"Slightly liberal","Very liberal","I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",5,"Jerusalem_Post","H","True","happy","False",1,"right",8,"I am unsure of the political affiliation, but the account seemed to be run by a Jewish organization and with a religious bias.",0.377789243515314,0.378613589296732,1599775590668,-0.325895323324365,0.421746783014081,1599775594234,0,"False","without image","happy"
"23",30,"i4r58Hi0","09/10/20",0.986308224541571,0.912872412053834,0.0255230150511194,0.916952179414264,"Male","White/Caucasian/European","Undergraduate",23,"Slightly liberal","Very liberal","I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",6,"opednews","C","True","happy","True",0,"left",8,"I was definitely most unsure about my decisions on this account. I could not figure out a clear political stance even though the tweets did not seemed to have an opinionated undertone.",0.145349264290714,0.249214026426915,1599775708973,-0.0143778131435099,0.565524095405245,1599775713330,0,"True","with image","happy"
"24",31,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",0,"nypost","F","True","angry","False",1,"right",8,"Most tweets seemed unbiased but when referencing Trump, the use of quotation marks made it feel more opinion driven. ",0.627022831930185,0.565527673563528,1599778339138,-0.507978949794161,0.392993807052621,1599778342788,1,"True","without image","angry"
"25",32,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",1,"MotherJones","E","True","angry","True",1,"left",5,"While the information may be credible the use of images really played on the humor of the situation making it feel less credible that it could be. ",0.301125510238348,0.263593443734134,1599778515856,-0.460052875763354,0.1246077924801,1599778519688,0,"False","with image","angry"
"26",33,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",2,"CNNPolitics","G","True","angry","False",1,"left",6,"The use of adjective in some of the tweets makes the tweets more opinion based and less factual which leads it to feel less credible. ",0.588681972705539,0.0479260740308074,1599778640878,0.292386523085016,0.421749451471106,1599778650489,1,"True","without image","angry"
"27",34,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",3,"Jerusalem_Post","H","True","angry","True",1,"right",8,"The use of images with the tweets seems irrelevant in some and relevant in others. It is confusing and misleading.",0.516792861659328,0.330689910812572,1599778834283,0.0048300789001714,1.55280479859816,1599778837331,1,"True","with image","angry"
"28",35,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",4,"InvestWatchBlog","D","True","angry","True",0,"right",4,"The tweets often contained incorrect capitalization. The tone of the tweets seem biased with the use of adjectives as well, pushing their beliefs into the tweet. ",0.281955080626025,0.0814743624170655,1599778922290,0.00962268630325203,1.18856663596403,1599778925065,0,"True","with image","angry"
"29",36,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",5,"opednews","C","True","angry","False",0,"left",4,"There are opinions in the tweets which push the reader to believe and feel a certain way.",0.296332902835267,0.244423014121811,1599779079270,-0.968069260489913,0.0798568135408944,1599779074530,0,"True","without image","angry"
"30",37,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",6,"amlookout","B","True","angry","False",0,"right",6,"Calling another political party negative things in order to highlight their own, makes it feel less credible. ",0.53117068386857,0.0766817184492921,1599779230013,0.532016893239054,0.325897303409491,1599779226079,1,"False","without image","angry"
"31",38,"8hmn3Irt","09/10/20",0.993910119015795,0.985763147652399,0.00608986451274349,0.501018382608587,"Female","White/Caucasian/European","Masters",22,"Very Consertavite","Slightly liberal","In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",7,"veteranstoday","A","True","angry","True",0,"left",5,"The use of images seemed more appropriate and fit the tweet they were with. Unsure about both the political orientation and credibility. ",0.619833920825564,0.608661140191255,1599779378091,0.0192079011094137,1.46653786534271,1599779379888,1,"False","with image","angry"
"32",39,"cyLX48Dh","09/10/20",0.986308224541571,0.916952179414264,0.00308429554144775,0.55793265169644,"Male","African American/Black","Undergraduate",20,"Very liberal","Very liberal","I would get in contact with the interviewer and see if I can reschedule before determining if I need to go to the doctor. ","I would go to the front desk and see if there is an employee around to assist me in making my purchase. ",0,"InvestWatchBlog","D","False","mixed","True",0,"right",9,"The use of certain photographs & terms such as ""snowflake"" and ""Dem"" gave me the impression that the account was mocking left-leaning positions.  ",0.399355840373989,0.37861355273227,1599779898139,0.138984653407065,1.01602634089756,1599779906611,0,"True","with image","mixed"
"33",40,"cyLX48Dh","09/10/20",0.986308224541571,0.916952179414264,0.00308429554144775,0.55793265169644,"Male","African American/Black","Undergraduate",20,"Very liberal","Very liberal","I would get in contact with the interviewer and see if I can reschedule before determining if I need to go to the doctor. ","I would go to the front desk and see if there is an employee around to assist me in making my purchase. ",1,"amlookout","B","False","mixed","False",0,"right",9,"Most of the tweets promoted ideas that critiqued the right-leaning party or politics. However, there were some phrases that made it hard for me to determine if they were completely unbiased. ",0.547925729844858,0.503220666497996,1599780162626,-0.517598369948122,0.498427943160446,1599780168635,1,"False","without image","mixed"
"34",41,"cyLX48Dh","09/10/20",0.986308224541571,0.916952179414264,0.00308429554144775,0.55793265169644,"Male","African American/Black","Undergraduate",20,"Very liberal","Very liberal","I would get in contact with the interviewer and see if I can reschedule before determining if I need to go to the doctor. ","I would go to the front desk and see if there is an employee around to assist me in making my purchase. ",2,"CNNPolitics","G","False","mixed","False",1,"left",11,"This source seems to be credible. It gives somewhat neutral statements but still does critique right-leaning politics. It does an attempt at being unbiased.  ",0.646173596543281,0.249214008144684,1599780389848,-0.651790528179875,0.172532811433858,1599780394111,1,"True","without image","mixed"
"35",42,"cyLX48Dh","09/10/20",0.986308224541571,0.916952179414264,0.00308429554144775,0.55793265169644,"Male","African American/Black","Undergraduate",20,"Very liberal","Very liberal","I would get in contact with the interviewer and see if I can reschedule before determining if I need to go to the doctor. ","I would go to the front desk and see if there is an employee around to assist me in making my purchase. ",3,"veteranstoday","A","False","mixed","True",0,"left",9,"These posts appear to be the most unbiased so far. Although they do appear to be more left-oriented. Each image and caption does a good job of presenting slight credibility be presenting facts. ",0.586266346482502,0.0670960791158763,1599780630017,-0.124607085976736,0.431331937173492,1599780636646,1,"False","with image","mixed"
