,usertoken,choiceModel,choice,choiceAbsError,credChoice,accName,condition_emotion,condition_showImage
38,MFBfaMCt,lastChoiceWeighted,0.7662114681220574,0.003353980835035686,0.7695654489570931,InvestWatchBlog,angry,True
39,MFBfaMCt,firstChoiceWeighted,0.6708331105934788,0.09873233836361428,0.7695654489570931,InvestWatchBlog,angry,True
40,yzE74Ra0,last choice,0.5222248013696333,0.023441688968948826,0.4987831124006845,veteranstoday,happy,False
41,yzE74Ra0,first choice,0.1762909732929482,0.32249213910773633,0.4987831124006845,veteranstoday,happy,False
42,yzE74Ra0,mean choice,0.39699289042343666,0.10179022197724785,0.4987831124006845,veteranstoday,happy,False
43,yzE74Ra0,lastChoiceWeighted,0.5437217615906719,0.044938649189987356,0.4987831124006845,veteranstoday,happy,False
44,yzE74Ra0,firstChoiceWeighted,0.25171346266993067,0.24706964973075385,0.4987831124006845,veteranstoday,happy,False
45,yzE74Ra0,last choice,0.10091991577903354,0.5176783816986695,0.6185982974777031,nypost,happy,True
46,yzE74Ra0,first choice,0.45651669994724625,0.16208159753045687,0.6185982974777031,nypost,happy,True
47,yzE74Ra0,mean choice,0.1363886487267581,0.482209648750945,0.6185982974777031,nypost,happy,True
48,yzE74Ra0,lastChoiceWeighted,0.06662589514047511,0.551972402337228,0.6185982974777031,nypost,happy,True
49,yzE74Ra0,firstChoiceWeighted,0.24416444302716225,0.3744338544505409,0.6185982974777031,nypost,happy,True
50,yzE74Ra0,last choice,0.8063157104605424,0.5255962349000319,0.28071947556051047,MotherJones,happy,True
51,yzE74Ra0,first choice,0.6942254197988232,0.4135059442383128,0.28071947556051047,MotherJones,happy,True
52,yzE74Ra0,mean choice,0.695329757637855,0.4146102820773445,0.28071947556051047,MotherJones,happy,True
53,yzE74Ra0,lastChoiceWeighted,0.7725781894781235,0.49185871391761304,0.28071947556051047,MotherJones,happy,True
54,yzE74Ra0,firstChoiceWeighted,0.625038654183486,0.34431917862297556,0.28071947556051047,MotherJones,happy,True
55,yzE74Ra0,last choice,0.7502705651296828,0.16042791207046414,0.5898426530592187,CNNPolitics,happy,False
56,yzE74Ra0,first choice,0.5067640716231894,0.08307858143602931,0.5898426530592187,CNNPolitics,happy,False
57,yzE74Ra0,mean choice,0.769838051215026,0.17999539815580734,0.5898426530592187,CNNPolitics,happy,False
58,yzE74Ra0,lastChoiceWeighted,0.7871508475456794,0.19730819448646075,0.5898426530592187,CNNPolitics,happy,False
59,yzE74Ra0,firstChoiceWeighted,0.7348856232741526,0.14504297021493395,0.5898426530592187,CNNPolitics,happy,False
60,yzE74Ra0,last choice,0.796652754369015,0.08314266485893529,0.8797954192279502,opednews,happy,True
61,yzE74Ra0,first choice,0.6401128656862691,0.2396825535416811,0.8797954192279502,opednews,happy,True
62,yzE74Ra0,mean choice,0.7053915023934773,0.17440391683447298,0.8797954192279502,opednews,happy,True
63,yzE74Ra0,lastChoiceWeighted,0.7778286378005375,0.10196678142741278,0.8797954192279502,opednews,happy,True
64,yzE74Ra0,firstChoiceWeighted,0.6290530191001067,0.25074240012784355,0.8797954192279502,opednews,happy,True
65,yzE74Ra0,last choice,0.7560683387845993,0.023082324978655255,0.7791506637632546,Jerusalem_Post,happy,False
66,yzE74Ra0,first choice,0.582135129137104,0.19701553462615062,0.7791506637632546,Jerusalem_Post,happy,False
67,yzE74Ra0,mean choice,0.71065244515442,0.06849821860883454,0.7791506637632546,Jerusalem_Post,happy,False
68,yzE74Ra0,lastChoiceWeighted,0.7403234044472281,0.038827259316026486,0.7791506637632546,Jerusalem_Post,happy,False
69,yzE74Ra0,firstChoiceWeighted,0.6710911660973427,0.10805949766591194,0.7791506637632546,Jerusalem_Post,happy,False
70,yzE74Ra0,last choice,0.9203385923405671,0.10524337305420695,0.8150952192863602,amlookout,happy,True
71,yzE74Ra0,first choice,0.4294604228909692,0.385634796395391,0.8150952192863602,amlookout,happy,True
72,yzE74Ra0,mean choice,0.776774673266444,0.03832054601991619,0.8150952192863602,amlookout,happy,True
73,yzE74Ra0,lastChoiceWeighted,0.8814106835146993,0.06631546422833912,0.8150952192863602,amlookout,happy,True
74,yzE74Ra0,firstChoiceWeighted,0.6525918832673275,0.16250333601903266,0.8150952192863602,amlookout,happy,True
75,yzE74Ra0,last choice,0.9879792849812598,0.09380604354406719,0.8941732414371926,InvestWatchBlog,happy,False
76,yzE74Ra0,first choice,0.8623608557914021,0.031812385645790475,0.8941732414371926,InvestWatchBlog,happy,False
77,yzE74Ra0,mean choice,0.9509379532970711,0.056764711859878525,0.8941732414371926,InvestWatchBlog,happy,False
78,yzE74Ra0,lastChoiceWeighted,0.9754705352276121,0.0812972937904195,0.8941732414371926,InvestWatchBlog,happy,False
79,yzE74Ra0,firstChoiceWeighted,0.9209119985262184,0.026738757089025844,0.8941732414371926,InvestWatchBlog,happy,False
80,vgmKi6jP,last choice,0.718498910241984,0.14662853494431805,0.5718703752976659,opednews,mixed,False
81,vgmKi6jP,first choice,0.541067565748112,0.030802809549553944,0.5718703752976659,opednews,mixed,False
82,vgmKi6jP,mean choice,0.6815038068558673,0.10963343155820138,0.5718703752976659,opednews,mixed,False
83,vgmKi6jP,lastChoiceWeighted,0.6936642180847455,0.12179384278707961,0.5718703752976659,opednews,mixed,False
84,vgmKi6jP,firstChoiceWeighted,0.64702595172976,0.07515557643209403,0.5718703752976659,opednews,mixed,False
85,vgmKi6jP,last choice,0.9242602271144119,0.22059312994967917,0.7036670971647327,amlookout,mixed,True
86,vgmKi6jP,first choice,0.6342347519037516,0.06943234526098119,0.7036670971647327,amlookout,mixed,True
87,vgmKi6jP,mean choice,0.7745443736948548,0.0708772765301221,0.7036670971647327,amlookout,mixed,True
88,vgmKi6jP,lastChoiceWeighted,0.8626565358810911,0.1589894387163584,0.7036670971647327,amlookout,mixed,True
89,vgmKi6jP,firstChoiceWeighted,0.689496362720918,0.014170734443814781,0.7036670971647327,amlookout,mixed,True
90,vgmKi6jP,last choice,0.8693905426150978,0.25438670068970515,0.6150038419253927,Jerusalem_Post,mixed,True
91,vgmKi6jP,first choice,0.6655888573319311,0.05058501540653837,0.6150038419253927,Jerusalem_Post,mixed,True
92,vgmKi6jP,mean choice,0.7211117523609989,0.10610791043560619,0.6150038419253927,Jerusalem_Post,mixed,True
93,vgmKi6jP,lastChoiceWeighted,0.8213903358847324,0.20638649395933972,0.6150038419253927,Jerusalem_Post,mixed,True
94,vgmKi6jP,firstChoiceWeighted,0.6302508854860227,0.015247043560630003,0.6150038419253927,Jerusalem_Post,mixed,True
95,vgmKi6jP,last choice,0.7557319104379471,0.13833176481101406,0.617400145626933,nypost,mixed,False
96,vgmKi6jP,first choice,0.48873210640110604,0.12866803922582698,0.617400145626933,nypost,mixed,False
97,vgmKi6jP,mean choice,0.5366124392287753,0.08078770639815769,0.617400145626933,nypost,mixed,False
98,vgmKi6jP,lastChoiceWeighted,0.5233049863228477,0.0940951593040853,0.617400145626933,nypost,mixed,False
99,vgmKi6jP,firstChoiceWeighted,0.5863798383139924,0.031020307312940587,0.617400145626933,nypost,mixed,False
100,vgmKi6jP,last choice,0.5342935408514293,0.007952935883030587,0.5263406049683987,MotherJones,mixed,True
101,vgmKi6jP,first choice,0.5244953829051232,0.0018452220632755312,0.5263406049683987,MotherJones,mixed,True
102,vgmKi6jP,mean choice,0.595602014858316,0.06926140988991725,0.5263406049683987,MotherJones,mixed,True
103,vgmKi6jP,lastChoiceWeighted,0.5885333437684809,0.06219273880008214,0.5263406049683987,MotherJones,mixed,True
104,vgmKi6jP,firstChoiceWeighted,0.5820385647869295,0.05569795981853076,0.5263406049683987,MotherJones,mixed,True
105,vgmKi6jP,last choice,0.9928473327385546,0.0031688160141037924,0.9960161487526584,InvestWatchBlog,mixed,False
106,vgmKi6jP,first choice,0.9903977932519781,0.00561835550068035,0.9960161487526584,InvestWatchBlog,mixed,False
107,vgmKi6jP,mean choice,0.9853898458571995,0.010626302895458961,0.9960161487526584,InvestWatchBlog,mixed,False
108,vgmKi6jP,lastChoiceWeighted,0.9869873466966322,0.009028802056026186,0.9960161487526584,InvestWatchBlog,mixed,False
109,vgmKi6jP,firstChoiceWeighted,0.9840994685650895,0.011916680187568973,0.9960161487526584,InvestWatchBlog,mixed,False
110,vgmKi6jP,last choice,0.6695081205104535,0.003007010251908082,0.6725151307623616,veteranstoday,mixed,True
111,vgmKi6jP,first choice,0.5323339092621682,0.1401812215001934,0.6725151307623616,veteranstoday,mixed,True
112,vgmKi6jP,mean choice,0.6420732782607964,0.03044185250156517,0.6725151307623616,veteranstoday,mixed,True
113,vgmKi6jP,lastChoiceWeighted,0.6913864901355846,0.01887135937322304,0.6725151307623616,veteranstoday,mixed,True
114,vgmKi6jP,firstChoiceWeighted,0.5881727908627721,0.0843423398995895,0.6725151307623616,veteranstoday,mixed,True
115,vgmKi6jP,last choice,0.5617283831010864,0.06046436992892734,0.6221927530300138,CNNPolitics,mixed,False
116,vgmKi6jP,first choice,0.5788751595071221,0.04331759352289166,0.6221927530300138,CNNPolitics,mixed,False
117,vgmKi6jP,mean choice,0.6769967126551303,0.05480395962511653,0.6221927530300138,CNNPolitics,mixed,False
118,vgmKi6jP,lastChoiceWeighted,0.6627158974483891,0.040523144418375345,0.6221927530300138,CNNPolitics,mixed,False
119,vgmKi6jP,firstChoiceWeighted,0.6502302447510963,0.028037491721082497,0.6221927530300138,CNNPolitics,mixed,False
120,i4r58Hi0,last choice,0.9945295697055705,0.012875545954647794,0.9816540237509227,InvestWatchBlog,happy,False
121,i4r58Hi0,first choice,0.9804225213398808,0.0012315024110418626,0.9816540237509227,InvestWatchBlog,happy,False
122,i4r58Hi0,mean choice,0.8475254114929254,0.13412861225799733,0.9816540237509227,InvestWatchBlog,happy,False
123,i4r58Hi0,lastChoiceWeighted,0.9184635965837215,0.06319042716720125,0.9816540237509227,InvestWatchBlog,happy,False
124,i4r58Hi0,firstChoiceWeighted,0.8177886938847965,0.16386532986612623,0.9816540237509227,InvestWatchBlog,happy,False
125,i4r58Hi0,last choice,0.9573026996335512,0.04993361604750546,0.9073690835860457,amlookout,happy,True
126,i4r58Hi0,first choice,0.8691337968314004,0.03823528675464538,0.9073690835860457,amlookout,happy,True
127,i4r58Hi0,mean choice,0.7496159433365364,0.15775314024950937,0.9073690835860457,amlookout,happy,True
128,i4r58Hi0,lastChoiceWeighted,0.6879649391938268,0.2194041443922189,0.9073690835860457,amlookout,happy,True
129,i4r58Hi0,firstChoiceWeighted,0.8309368738083971,0.07643220977764864,0.9073690835860457,amlookout,happy,True
130,i4r58Hi0,last choice,0.3087714069032701,0.1121511122337866,0.4209225191370567,MotherJones,happy,False
131,i4r58Hi0,first choice,0.8628639842703462,0.44194146513328947,0.4209225191370567,MotherJones,happy,False
132,i4r58Hi0,mean choice,0.48484798246305516,0.06392546332599847,0.4209225191370567,MotherJones,happy,False
133,i4r58Hi0,lastChoiceWeighted,0.3357535064769514,0.08516901266010529,0.4209225191370567,MotherJones,happy,False
134,i4r58Hi0,firstChoiceWeighted,0.6144841110869598,0.19356159194990308,0.4209225191370567,MotherJones,happy,False
135,i4r58Hi0,last choice,0.04818332013622038,0.02504473517917847,0.023138584957041908,CNNPolitics,happy,True
136,i4r58Hi0,first choice,0.04622401118506147,0.02308542622801956,0.023138584957041908,CNNPolitics,happy,True
137,i4r58Hi0,mean choice,0.1208736867087182,0.0977351017516763,0.023138584957041908,CNNPolitics,happy,True
138,i4r58Hi0,lastChoiceWeighted,0.1133341635096794,0.09019557855263749,0.023138584957041908,CNNPolitics,happy,True
139,i4r58Hi0,firstChoiceWeighted,0.10197017137940997,0.07883158642236807,0.023138584957041908,CNNPolitics,happy,True
140,i4r58Hi0,last choice,0.27350384578240977,0.10898423697405674,0.16451960880835304,nypost,happy,True
141,i4r58Hi0,first choice,0.052101938038538194,0.11241767076981485,0.16451960880835304,nypost,happy,True
142,i4r58Hi0,mean choice,0.2653867152389363,0.10086710643058328,0.16451960880835304,nypost,happy,True
143,i4r58Hi0,lastChoiceWeighted,0.22850971779468518,0.06399010898633214,0.16451960880835304,nypost,happy,True
144,i4r58Hi0,firstChoiceWeighted,0.3142714771806424,0.14975186837228938,0.16451960880835304,nypost,happy,True
145,i4r58Hi0,last choice,0.8632558699779236,0.24104511349323754,0.622210756484686,Jerusalem_Post,happy,False
146,i4r58Hi0,first choice,0.5003918283059479,0.12181892817873818,0.622210756484686,Jerusalem_Post,happy,False
147,i4r58Hi0,mean choice,0.4857949877376426,0.13641576874704342,0.622210756484686,Jerusalem_Post,happy,False
148,i4r58Hi0,lastChoiceWeighted,0.6736331766313096,0.05142242014662357,0.622210756484686,Jerusalem_Post,happy,False
149,i4r58Hi0,firstChoiceWeighted,0.33682795180266933,0.2853828046820167,0.622210756484686,Jerusalem_Post,happy,False
150,i4r58Hi0,last choice,0.8299476178082221,0.024703117901063498,0.8546507357092856,opednews,happy,True
151,i4r58Hi0,first choice,0.6810401375201449,0.1736105981891407,0.8546507357092856,opednews,happy,True
152,i4r58Hi0,mean choice,0.5862585604679336,0.26839217524135206,0.8546507357092856,opednews,happy,True
153,i4r58Hi0,lastChoiceWeighted,0.7150399072903051,0.13961082841898054,0.8546507357092856,opednews,happy,True
154,i4r58Hi0,firstChoiceWeighted,0.5173513921753572,0.33729934353392843,0.8546507357092856,opednews,happy,True
155,8hmn3Irt,last choice,0.013831826299691314,0.3591453417701235,0.37297716806981485,nypost,angry,False
156,8hmn3Irt,first choice,0.7299783573374751,0.3570011892676602,0.37297716806981485,nypost,angry,False
157,8hmn3Irt,mean choice,0.27649253401515134,0.09648463405466351,0.37297716806981485,nypost,angry,False
158,8hmn3Irt,lastChoiceWeighted,0.27199228372370765,0.1009848843461072,0.37297716806981485,nypost,angry,False
159,8hmn3Irt,firstChoiceWeighted,0.31034581735505534,0.0626313507147595,0.37297716806981485,nypost,angry,False
160,8hmn3Irt,last choice,0.8903040406233492,0.1914295508616971,0.6988744897616521,MotherJones,angry,True
161,8hmn3Irt,first choice,0.8081347719298406,0.1092602821681885,0.6988744897616521,MotherJones,angry,True
162,8hmn3Irt,mean choice,0.859784026537189,0.16090953677553688,0.6988744897616521,MotherJones,angry,True
163,8hmn3Irt,lastChoiceWeighted,0.8773917269715122,0.17851723720986012,0.6988744897616521,MotherJones,angry,True
164,8hmn3Irt,firstChoiceWeighted,0.8368406593045857,0.13796616954293361,0.6988744897616521,MotherJones,angry,True
165,8hmn3Irt,last choice,0.18403959716481633,0.22727843012964455,0.4113180272944609,CNNPolitics,angry,False
166,8hmn3Irt,first choice,0.5014673226987102,0.09014929540424932,0.4113180272944609,CNNPolitics,angry,False
167,8hmn3Irt,mean choice,0.34096008054796934,0.07035794674649154,0.4113180272944609,CNNPolitics,angry,False
168,8hmn3Irt,lastChoiceWeighted,0.2107897582601609,0.2005282690343,0.4113180272944609,CNNPolitics,angry,False
169,8hmn3Irt,firstChoiceWeighted,0.4883367890352845,0.07701876174082362,0.4113180272944609,CNNPolitics,angry,False
170,8hmn3Irt,last choice,0.8218296500454253,0.3386225117047532,0.4832071383406721,Jerusalem_Post,angry,True
171,8hmn3Irt,first choice,0.05882928296518413,0.42437785537548794,0.4832071383406721,Jerusalem_Post,angry,True
172,8hmn3Irt,mean choice,0.5352154114662717,0.052008273125599636,0.4832071383406721,Jerusalem_Post,angry,True
173,8hmn3Irt,lastChoiceWeighted,0.5137332497895025,0.03052611144883044,0.4832071383406721,Jerusalem_Post,angry,True
174,8hmn3Irt,firstChoiceWeighted,0.5258169644568216,0.042609826116149496,0.4832071383406721,Jerusalem_Post,angry,True
175,8hmn3Irt,last choice,0.7279219143957012,0.00987699502172612,0.7180449193739751,InvestWatchBlog,angry,True
176,8hmn3Irt,first choice,0.8785655736671337,0.16052065429315865,0.7180449193739751,InvestWatchBlog,angry,True
177,8hmn3Irt,mean choice,0.8687835178702874,0.15073859849631233,0.7180449193739751,InvestWatchBlog,angry,True
178,8hmn3Irt,lastChoiceWeighted,0.8258076860694762,0.10776276669550111,0.7180449193739751,InvestWatchBlog,angry,True
179,8hmn3Irt,firstChoiceWeighted,0.8942820766474,0.17623715727342493,0.7180449193739751,InvestWatchBlog,angry,True
180,8hmn3Irt,last choice,0.6672731684552544,0.03639392870947833,0.7036670971647327,opednews,angry,False
181,8hmn3Irt,first choice,0.8203623416758984,0.11669524451116564,0.7036670971647327,opednews,angry,False
182,8hmn3Irt,mean choice,0.7715743383891277,0.06790724122439495,0.7036670971647327,opednews,angry,False
183,8hmn3Irt,lastChoiceWeighted,0.7548714781160126,0.05120438095127988,0.7036670971647327,opednews,angry,False
184,8hmn3Irt,firstChoiceWeighted,0.7808754431092956,0.07720834594456283,0.7036670971647327,opednews,angry,False
185,8hmn3Irt,last choice,0.36989867223112793,0.09893064390030193,0.46882931613142986,amlookout,angry,False
186,8hmn3Irt,first choice,0.7694956515322978,0.30066633540086796,0.46882931613142986,amlookout,angry,False
187,8hmn3Irt,mean choice,0.7045264976149106,0.23569718148348073,0.46882931613142986,amlookout,angry,False
188,8hmn3Irt,lastChoiceWeighted,0.6286662965933056,0.15983698046187578,0.46882931613142986,amlookout,angry,False
189,8hmn3Irt,firstChoiceWeighted,0.7585795222337294,0.2897502061022995,0.46882931613142986,amlookout,angry,False
190,8hmn3Irt,last choice,0.5518449100524685,0.17167883087803248,0.380166079174436,veteranstoday,angry,True
191,8hmn3Irt,first choice,0.25838323614708053,0.12178284302735548,0.380166079174436,veteranstoday,angry,True
192,8hmn3Irt,mean choice,0.5311069517631544,0.15094087258871836,0.380166079174436,veteranstoday,angry,True
193,8hmn3Irt,lastChoiceWeighted,0.5841790508500441,0.20401297167560806,0.380166079174436,veteranstoday,angry,True
194,8hmn3Irt,firstChoiceWeighted,0.4441711540631826,0.06400507488874657,0.380166079174436,veteranstoday,angry,True
195,cyLX48Dh,last choice,0.8221103820035864,0.22146622237757496,0.6006441596260115,InvestWatchBlog,mixed,True
196,cyLX48Dh,first choice,0.6634063569597147,0.06276219733370325,0.6006441596260115,InvestWatchBlog,mixed,True
197,cyLX48Dh,mean choice,0.6969323068021359,0.09628814717612444,0.6006441596260115,InvestWatchBlog,mixed,True
198,cyLX48Dh,lastChoiceWeighted,0.6879699001393997,0.08732574051338826,0.6006441596260115,InvestWatchBlog,mixed,True
199,cyLX48Dh,firstChoiceWeighted,0.7255061368806675,0.12486197725465598,0.6006441596260115,InvestWatchBlog,mixed,True
200,cyLX48Dh,last choice,0.45180096033787054,0.0002733098172715831,0.4520742701551421,amlookout,mixed,False
201,cyLX48Dh,first choice,0.3917748941340119,0.060299376021130224,0.4520742701551421,amlookout,mixed,False
202,cyLX48Dh,mean choice,0.44469600540274495,0.007378264752397168,0.4520742701551421,amlookout,mixed,False
203,cyLX48Dh,lastChoiceWeighted,0.459943194796732,0.007868924641589892,0.4520742701551421,amlookout,mixed,False
204,cyLX48Dh,firstChoiceWeighted,0.4451562052773377,0.006918064877804442,0.4520742701551421,amlookout,mixed,False
205,cyLX48Dh,last choice,0.47727197670293636,0.12344557324621758,0.3538264034567188,CNNPolitics,mixed,False
206,cyLX48Dh,first choice,0.04779146058823974,0.30603494286847904,0.3538264034567188,CNNPolitics,mixed,False
207,cyLX48Dh,mean choice,0.301432905254447,0.05239349820227179,0.3538264034567188,CNNPolitics,mixed,False
208,cyLX48Dh,lastChoiceWeighted,0.36527307582873225,0.011446672372013467,0.3538264034567188,CNNPolitics,mixed,False
209,cyLX48Dh,firstChoiceWeighted,0.2449265909030682,0.10889981255365058,0.3538264034567188,CNNPolitics,mixed,False
210,cyLX48Dh,last choice,0.5438885109390212,0.13015485742152277,0.41373365351749847,veteranstoday,mixed,True
211,cyLX48Dh,first choice,0.47727197670293636,0.0635383231854379,0.41373365351749847,veteranstoday,mixed,True
212,cyLX48Dh,mean choice,0.33032381699250557,0.0834098365249929,0.41373365351749847,veteranstoday,mixed,True
213,cyLX48Dh,lastChoiceWeighted,0.4283030240568819,0.014569370539383453,0.41373365351749847,veteranstoday,mixed,True
214,cyLX48Dh,firstChoiceWeighted,0.27513316883413963,0.13860048468335884,0.41373365351749847,veteranstoday,mixed,True
215,cyLX48Dh,last choice,0.39106238285194433,0.09935250394084155,0.4904148867927859,MotherJones,mixed,True
216,cyLX48Dh,first choice,0.01683437691767782,0.4735805098751081,0.4904148867927859,MotherJones,mixed,True
217,cyLX48Dh,mean choice,0.25831920678298825,0.23209568000979763,0.4904148867927859,MotherJones,mixed,True
218,cyLX48Dh,lastChoiceWeighted,0.38676919883691296,0.10364568795587292,0.4904148867927859,MotherJones,mixed,True
219,cyLX48Dh,firstChoiceWeighted,0.123645527838822,0.3667693589539639,0.4904148867927859,MotherJones,mixed,True
220,cyLX48Dh,last choice,0.33032380536601813,0.07382469399206937,0.4041484993580875,Jerusalem_Post,mixed,True
221,cyLX48Dh,first choice,0.47139404984945965,0.06724555049137215,0.4041484993580875,Jerusalem_Post,mixed,True
222,cyLX48Dh,mean choice,0.40575721555682476,0.001608716198737259,0.4041484993580875,Jerusalem_Post,mixed,True
223,cyLX48Dh,lastChoiceWeighted,0.4311744057727299,0.02702590641464242,0.4041484993580875,Jerusalem_Post,mixed,True
224,cyLX48Dh,firstChoiceWeighted,0.3692300936646452,0.03491840569344229,0.4041484993580875,Jerusalem_Post,mixed,True
225,cyLX48Dh,last choice,0.5438885109390212,0.12296599180196455,0.4209225191370567,opednews,mixed,False
226,cyLX48Dh,first choice,0.3828332912364133,0.038089227900643396,0.4209225191370567,opednews,mixed,False
227,cyLX48Dh,mean choice,0.3792673536540315,0.04165516548302517,0.4209225191370567,opednews,mixed,False
228,cyLX48Dh,lastChoiceWeighted,0.483891914490208,0.06296939535315133,0.4209225191370567,opednews,mixed,False
229,cyLX48Dh,firstChoiceWeighted,0.2785675195829757,0.14235499955408099,0.4209225191370567,opednews,mixed,False
230,D8tL8j5K,last choice,0.958778431201273,0.0442366083009873,0.9145418229002857,amlookout,angry,True
231,D8tL8j5K,first choice,0.9176937968545188,0.003151973954233056,0.9145418229002857,amlookout,angry,True
232,D8tL8j5K,mean choice,0.9427358596944451,0.028194036794159327,0.9145418229002857,amlookout,angry,True
233,D8tL8j5K,lastChoiceWeighted,0.9506682176678878,0.036126394767602044,0.9145418229002857,amlookout,angry,True
234,D8tL8j5K,firstChoiceWeighted,0.9331672305695301,0.018625407669244365,0.9145418229002857,amlookout,angry,True
235,D8tL8j5K,last choice,0.8766091625077644,0.3287018242255023,0.5479073382822621,InvestWatchBlog,angry,False
236,D8tL8j5K,first choice,0.03779786300196466,0.5101094752802975,0.5479073382822621,InvestWatchBlog,angry,False
237,D8tL8j5K,mean choice,0.574404770636608,0.026497432354345873,0.5479073382822621,InvestWatchBlog,angry,False
238,D8tL8j5K,lastChoiceWeighted,0.6083530597305372,0.06044572144827509,0.5479073382822621,InvestWatchBlog,angry,False
239,D8tL8j5K,firstChoiceWeighted,0.5066556422252555,0.041251696057006626,0.5479073382822621,InvestWatchBlog,angry,False
240,D8tL8j5K,last choice,0.26033964730644976,0.023951790224436165,0.2363878570820136,veteranstoday,angry,False
241,D8tL8j5K,first choice,0.04904722716833786,0.18734062991367573,0.2363878570820136,veteranstoday,angry,False
242,D8tL8j5K,mean choice,0.2149508994533435,0.021436957628670095,0.2363878570820136,veteranstoday,angry,False
243,D8tL8j5K,lastChoiceWeighted,0.2994322955824416,0.06304443850042801,0.2363878570820136,veteranstoday,angry,False
