,usertoken,date,inst_credibleCertainChoice,inst_credibleCertainUncertainty,inst_nCredibleNCertain,inst_nCredibleNCertainUncertainty,preq_gender,preq_race,preq_education,preq_age,postq_economic,postq_social,postq_attention1,postq_attention2,account_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,condition_credibleLabel,condition_politicalLabel,count_tweets,sourceComment,credibility_choice,credibility_uncertainty,credibility_time,politicalOrientation_choice,politicalOrientation_uncertainty,politicalOrientation_time,credibility_choice_binary,accuracy,condition_showImage_cat
10,yzE74Ra0,09/10/20,0.9655325262396186,0.05228442728442717,0.054576897099518254,0.3361084286310498,Female,White/Caucasian/European,Undergraduate,20,Moderate,Slightly liberal,"I would notify the company/interviewer and tell them I have have symptoms of corona virus, would like to be proactive and quarantine. I would tell them I would like to reschedule over Zoom as soon as possible. (and get tested)","I would go to the guest services desk or find the closest employee to have them radio for someone to check out. If I were in an extreme hurry, I would put the item back and leave the store. ",2,MotherJones,E,True,happy,True,1,left,7,They were so anti-Trump and a realist about American culture-- giving me CNN vibes,0.7192805244394895,0.3690307700372175,1599774934157.0,-0.654153475588124,0.791559049463078,1599774937556.0,1,True,with image
11,yzE74Ra0,09/10/20,0.9655325262396186,0.05228442728442717,0.054576897099518254,0.3361084286310498,Female,White/Caucasian/European,Undergraduate,20,Moderate,Slightly liberal,"I would notify the company/interviewer and tell them I have have symptoms of corona virus, would like to be proactive and quarantine. I would tell them I would like to reschedule over Zoom as soon as possible. (and get tested)","I would go to the guest services desk or find the closest employee to have them radio for someone to check out. If I were in an extreme hurry, I would put the item back and leave the store. ",3,CNNPolitics,G,True,happy,False,1,left,8,They were very anti- Trump and enforced the democratic ideals.,0.4101573469407813,0.3402751256187331,1599775026780.0,-0.7068721570220124,0.4792607403080744,1599775030822.0,0,False,without image
12,yzE74Ra0,09/10/20,0.9655325262396186,0.05228442728442717,0.054576897099518254,0.3361084286310498,Female,White/Caucasian/European,Undergraduate,20,Moderate,Slightly liberal,"I would notify the company/interviewer and tell them I have have symptoms of corona virus, would like to be proactive and quarantine. I would tell them I would like to reschedule over Zoom as soon as possible. (and get tested)","I would go to the guest services desk or find the closest employee to have them radio for someone to check out. If I were in an extreme hurry, I would put the item back and leave the store. ",4,opednews,C,True,happy,True,0,left,9,"This has to be Fox news... they say Obama is the ""Twitter Rockstar""??? Have they met Trump??",0.12020458077204972,0.31670150258070673,1599775137997.0,0.7740435670946313,0.4121642366649443,1599775136510.0,0,True,with image
13,yzE74Ra0,09/10/20,0.9655325262396186,0.05228442728442717,0.054576897099518254,0.3361084286310498,Female,White/Caucasian/European,Undergraduate,20,Moderate,Slightly liberal,"I would notify the company/interviewer and tell them I have have symptoms of corona virus, would like to be proactive and quarantine. I would tell them I would like to reschedule over Zoom as soon as possible. (and get tested)","I would go to the guest services desk or find the closest employee to have them radio for someone to check out. If I were in an extreme hurry, I would put the item back and leave the store. ",5,Jerusalem_Post,H,True,happy,False,1,right,8,I think this is a UK conservative site and I am trying to affiliate it with a news source and I can't find it.,0.2208493362367454,0.33548255478034505,1599775221464.0,0.6781914190330165,1.323538471205041,1599775219584.0,0,False,without image
14,yzE74Ra0,09/10/20,0.9655325262396186,0.05228442728442717,0.054576897099518254,0.3361084286310498,Female,White/Caucasian/European,Undergraduate,20,Moderate,Slightly liberal,"I would notify the company/interviewer and tell them I have have symptoms of corona virus, would like to be proactive and quarantine. I would tell them I would like to reschedule over Zoom as soon as possible. (and get tested)","I would go to the guest services desk or find the closest employee to have them radio for someone to check out. If I were in an extreme hurry, I would put the item back and leave the store. ",6,amlookout,B,True,happy,True,0,right,7,They are still hung up about Hillary's emails.. definitely Fox News-level conspiracy theory,0.1849047807136398,0.4269314728515639,1599775550644.0,0.951370041008619,1.2660271823680722,1599775547465.0,0,True,with image
15,yzE74Ra0,09/10/20,0.9655325262396186,0.05228442728442717,0.054576897099518254,0.3361084286310498,Female,White/Caucasian/European,Undergraduate,20,Moderate,Slightly liberal,"I would notify the company/interviewer and tell them I have have symptoms of corona virus, would like to be proactive and quarantine. I would tell them I would like to reschedule over Zoom as soon as possible. (and get tested)","I would go to the guest services desk or find the closest employee to have them radio for someone to check out. If I were in an extreme hurry, I would put the item back and leave the store. ",7,InvestWatchBlog,D,True,happy,False,0,right,6,"They are also people they lack the ability to think critically about the news around them. Saying ""liberals"" and provoking an ""us vs them"" perspective",0.10582675856280749,0.28075692877525477,1599775623497.0,0.970540470620942,0.04792607403080762,1599775625706.0,0,True,without image
16,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",0,opednews,C,False,mixed,False,0,left,12,"The account uses word choices like ""shaft"", and ""fight"" in reference to an opposing side (the right based on the references to trump). ",0.4281296247023341,0.1677412591078261,1599774271784.0,-0.6373793496773414,0.1341930072862607,1599774280046.0,0,True,without image
17,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",1,amlookout,B,False,mixed,True,0,right,5,"The source cites far-right spokespeople and figures. Uses word choice like ""worst"" in reference to left. Says ""some people"" not specifying much revealing it to be an Op-ed. ",0.2963329028352672,0.038340895789338636,1599774578718.0,0.7476842263776873,0.04792607403080762,1599774588382.0,0,True,with image
18,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",2,Jerusalem_Post,H,False,mixed,True,1,right,6,The account seems to have investment in the Isreal issue. ,0.38499615807460735,0.30193426639408705,1599774970923.0,0.11985265657410937,1.380271005216641,1599774986915.0,0,False,with image
19,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",3,nypost,F,False,mixed,False,1,right,15,The account seems to be pop-journalism. Which may report rumors or hearsay. ,0.382599854373067,0.47926077687276747,1599775279112.0,-0.028718172921393892,0.5176015995327208,1599775256765.0,0,False,without image
20,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",4,MotherJones,E,False,mixed,True,1,left,7,The account is left leaning. Confirmation biases and reports frequently about negatives in right political figures.,0.4736593950316012,0.4888459916789289,1599775431772.0,-0.6613423866927453,0.42174945147110593,1599775421306.0,0,False,with image
21,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",5,InvestWatchBlog,D,False,mixed,False,0,right,9,Using blunt language and is very confrontational to left. Very unprofessional word choice. Lots of Mud-slinging.  ,0.0039838512473416,0.0,1599775692243.0,0.9825219891286439,0.009585214806161702,1599775698839.0,0,True,without image
22,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",6,veteranstoday,A,False,mixed,True,0,left,14,"Frequently reports with pro-Israel attitudes. Word choice of to ""rally"" behind the president. Seems right winged.",0.3274848692376384,0.11981522164171143,1599775983654.0,0.5224316784328922,0.1150225776739382,1599775985875.0,0,True,with image
23,vgmKi6jP,09/10/20,0.9029461119766163,0.036724201248622856,0.9335496130171353,0.8560207437144871,Male,White/Caucasian/European,High School,20,Slightly Conservative,Slightly liberal,"Wait to see if symptoms improve. Seek medical advice from professional, and work with employer to reschedule the interview if necessary. ","See if there is a self-checkout option first, and if there is not I would wait for a cashier to return to the counter. If the cashier did not show up I would try to find another employee to assist me. ",7,CNNPolitics,G,False,mixed,False,1,left,7,"Account seems to be left-leaning with word choice of ""unholy"" to describe right-figure facing a scandal. Not sure how creditable but there does seem to be left-leaning bias. ",0.37780724696998624,0.9193718835181107,1599776221317.0,-0.31148200970315804,0.48884595511423645,1599776207921.0,0,False,without image
24,i4r58Hi0,09/10/20,0.9863082245415706,0.9128724120538341,0.025523015051119383,0.9169521794142639,Male,White/Caucasian/European,Undergraduate,23,Slightly liberal,Very liberal,"I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",0,InvestWatchBlog,D,True,happy,False,0,right,7,"I was primarily looking for biased information and this account seemed to be very opinionated, making assumptions about ""everyone..."" or that a certain action would make you ""furious"". I only saw one tweet that appeared to be stating a fact and not an opinion. The account seems to be very conservative in nature.",0.01834597624907732,0.1597270046709461,1599774456288.0,0.9489302530062107,1.8434935572526905,1599774439743.0,0,True,without image
25,i4r58Hi0,09/10/20,0.9863082245415706,0.9128724120538341,0.025523015051119383,0.9169521794142639,Male,White/Caucasian/European,Undergraduate,23,Slightly liberal,Very liberal,"I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",1,amlookout,B,True,happy,True,0,right,8,"Even if describing a fact, the tweets followed this up with right political opinion in many cases. Some tweets seemed more credible than others.",0.09263091641395431,0.20525648692814802,1599774921103.0,0.9489302530062107,1.8339084030932795,1599774925963.0,0,True,with image
26,i4r58Hi0,09/10/20,0.9863082245415706,0.9128724120538341,0.025523015051119383,0.9169521794142639,Male,White/Caucasian/European,Undergraduate,23,Slightly liberal,Very liberal,"I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",2,MotherJones,E,True,happy,False,1,left,9,"The account seemed left politically but also biased in many of the opinions in the tweets. Like the last account, some tweets seemed more biased than others. ",0.5790774808629433,0.4552948225720188,1599775132161.0,-0.7476420880562149,0.5830457487256926,1599775137552.0,1,True,without image
27,i4r58Hi0,09/10/20,0.9863082245415706,0.9128724120538341,0.025523015051119383,0.9169521794142639,Male,White/Caucasian/European,Undergraduate,23,Slightly liberal,Very liberal,"I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",3,CNNPolitics,G,True,happy,True,1,left,10,"Most tweets seemed to simply state a quote from a politician, no clear political agenda was obvious. The tweets seemed like they could be links to articles which are biased, but given the tweet itself, I did not see much bias.",0.9768614150429581,0.9433133754850198,1599775276884.0,0.004792495175311995,0.5463537870864227,1599775279903.0,1,True,with image
28,i4r58Hi0,09/10/20,0.9863082245415706,0.9128724120538341,0.025523015051119383,0.9169521794142639,Male,White/Caucasian/European,Undergraduate,23,Slightly liberal,Very liberal,"I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",4,nypost,F,True,happy,True,1,right,7,"The tweets seemed to be stating facts, although one in particular (regarding the scissors) made me skeptical of the credibility of the account. It seemed to be mocking the man in the tweet, which seemed opposite to the other tweets.",0.835480391191647,0.31151751018085516,1599775435526.0,-0.009585236063804459,0.5559389412458335,1599775438657.0,1,True,with image
29,i4r58Hi0,09/10/20,0.9863082245415706,0.9128724120538341,0.025523015051119383,0.9169521794142639,Male,White/Caucasian/European,Undergraduate,23,Slightly liberal,Very liberal,"I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",5,Jerusalem_Post,H,True,happy,False,1,right,8,"I am unsure of the political affiliation, but the account seemed to be run by a Jewish organization and with a religious bias.",0.37778924351531395,0.3786135892967315,1599775590668.0,-0.32589532332436505,0.4217467830140809,1599775594234.0,0,False,without image
30,i4r58Hi0,09/10/20,0.9863082245415706,0.9128724120538341,0.025523015051119383,0.9169521794142639,Male,White/Caucasian/European,Undergraduate,23,Slightly liberal,Very liberal,"I would first try to take medicine in hopes that I would not have to cancel my interview and look unprofessional. I would give a few hours until the interview as to not cancel last minute, but if I was indeed too sick to attend the interview, I would call ahead, apologize, and explain my situation in hopes that the potential employer would be understanding. If they are not, perhaps my well-being would not be valued at that place of work.","I would look for a bell on the counter or try to politely raise my voice to see if the cashier was maybe in the back of the store and could hear me. If no one is there, I would probably put cash on the counter equal to the amount of the item and take the item. Perhaps I would even leave a note with my phone number to call and explanation of the situation with the money.",6,opednews,C,True,happy,True,0,left,8,I was definitely most unsure about my decisions on this account. I could not figure out a clear political stance even though the tweets did not seemed to have an opinionated undertone.,0.1453492642907144,0.24921402642691465,1599775708973.0,-0.014377813143509943,0.5655240954052445,1599775713330.0,0,True,with image
31,8hmn3Irt,09/10/20,0.993910119015795,0.9857631476523993,0.006089864512743486,0.501018382608587,Female,White/Caucasian/European,Masters,22,Very Consertavite,Slightly liberal,"In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",0,nypost,F,True,angry,False,1,right,8,"Most tweets seemed unbiased but when referencing Trump, the use of quotation marks made it feel more opinion driven. ",0.6270228319301852,0.5655276735635282,1599778339138.0,-0.5079789497941614,0.3929938070526213,1599778342788.0,1,True,without image
32,8hmn3Irt,09/10/20,0.993910119015795,0.9857631476523993,0.006089864512743486,0.501018382608587,Female,White/Caucasian/European,Masters,22,Very Consertavite,Slightly liberal,"In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",1,MotherJones,E,True,angry,True,1,left,5,While the information may be credible the use of images really played on the humor of the situation making it feel less credible that it could be. ,0.30112551023834794,0.26359344373413385,1599778515856.0,-0.4600528757633539,0.12460779248009951,1599778519688.0,0,False,with image
33,8hmn3Irt,09/10/20,0.993910119015795,0.9857631476523993,0.006089864512743486,0.501018382608587,Female,White/Caucasian/European,Masters,22,Very Consertavite,Slightly liberal,"In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",2,CNNPolitics,G,True,angry,False,1,left,6,The use of adjective in some of the tweets makes the tweets more opinion based and less factual which leads it to feel less credible. ,0.5886819727055391,0.0479260740308074,1599778640878.0,0.2923865230850162,0.421749451471106,1599778650489.0,1,True,without image
34,8hmn3Irt,09/10/20,0.993910119015795,0.9857631476523993,0.006089864512743486,0.501018382608587,Female,White/Caucasian/European,Masters,22,Very Consertavite,Slightly liberal,"In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",3,Jerusalem_Post,H,True,angry,True,1,right,8,The use of images with the tweets seems irrelevant in some and relevant in others. It is confusing and misleading.,0.5167928616593279,0.3306899108125716,1599778834283.0,0.004830078900171397,1.5528047985981623,1599778837331.0,1,True,with image
35,8hmn3Irt,09/10/20,0.993910119015795,0.9857631476523993,0.006089864512743486,0.501018382608587,Female,White/Caucasian/European,Masters,22,Very Consertavite,Slightly liberal,"In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",4,InvestWatchBlog,D,True,angry,True,0,right,4,"The tweets often contained incorrect capitalization. The tone of the tweets seem biased with the use of adjectives as well, pushing their beliefs into the tweet. ",0.2819550806260249,0.08147436241706552,1599778922290.0,0.009622686303252026,1.1885666359640257,1599778925065.0,0,True,with image
36,8hmn3Irt,09/10/20,0.993910119015795,0.9857631476523993,0.006089864512743486,0.501018382608587,Female,White/Caucasian/European,Masters,22,Very Consertavite,Slightly liberal,"In this situation, I would call the company I was supposed to be interviewing with and ask if it would be possible to do a video call interview first as I was feeling sick. Hopefully they would accept and I could do an in person interview at a later date. ","If I was in a hurry and if there wasn't another store that was similar nearby, I would call out to see if they were in the back to ask for assistance and wait as long as I could in hopes that the cashier would come. If no one appeared and it was an item I absolutely needed (life or death) I would check the price and leave a note and the proper amount of money including tax on the counter with an apology. If I did not absolutely need that item at that time I would leave the item and return later to get it. ",5,opednews,C,True,angry,False,0,left,4,There are opinions in the tweets which push the reader to believe and feel a certain way.,0.2963329028352672,0.24442301412181078,1599779079270.0,-0.968069260489913,0.07985681354089436,1599779074530.0,0,True,without image
